PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
81690;Aparcamiento para residentes. Agustín Lara;;;;;Plazas: 343 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid   La EMT oferta plazas de estacionamiento, en régimen de alquiler de larga duración, con abonos de 1, 3 y 5 años en este aparcamiento. Más información:  http://www.emtmadrid.es/aparcamiento_agustin_lara/index.html;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=856bc2c6e051c010VgnVCM2000000c205a0aRCRD;EMBAJADORES;CALLE;V;58;;;;calle sombrerete esquina mesón de paredes;MADRID;MADRID;28012;EMBAJADORES;CENTRO;440359;4473454;4.040.768.707.324.580;-37.041.936.561.722.800;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
7439839;Aparcamiento para residentes. Alameda;;;;;Plazas: 171 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5690bf11ca045410VgnVCM1000000b205a0aRCRD;ALAMEDA;CALLE;V;11;;;;;MADRID;MADRID;28014;CORTES;CENTRO;441137;4473671;4.041.157.894.870.160;-36.937.682.064.196.900;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24136;Aparcamiento para residentes. Alcalde Sáinz de Baranda;;;;;Plazas: 565 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80af6545f951c010VgnVCM2000000c205a0aRCRD;ALCALDE SAINZ DE BARANDA;CALLE;V;81;;;;;MADRID;MADRID;28007;ESTRELLA;RETIRO;443400;4474470;404.170.524.678.261;-36.684.469.760.596.900;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
17790;Aparcamiento para residentes. Alcazaba;;;;;Plazas: 334 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0ee6545f951c010VgnVCM2000000c205a0aRCRD;SINESIO DELGADO;CALLE;V;26;;;;Avenida de Asturias c/v Ribadavia. Frente a gasolinera;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;440508;4480708;4.047.304.495.112.220;-37.031.182.584.981.600;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81696;Aparcamiento para residentes. Alonso Cano;;;;;Plazas: 433 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0dc2c6e051c010VgnVCM2000000c205a0aRCRD;JOSE ABASCAL;CALLE;V;21;;;;;MADRID;MADRID;28003;RIOS ROSAS;CHAMBERI;440764;4476881;40.438.588.067.952.900;-3.699.740.715.636.030;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13561;Aparcamiento para residentes. Altos de Lillo;;;;;Plazas: 167 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=038215cbed51c010VgnVCM2000000c205a0aRCRD;BUBIERCA;CALLE;V;5;;;;c/v Altos de Lillo;MADRID;MADRID;28031;CASCO H.VALLECAS;VILLA DE VALLECAS;447579;4469783;40.375.103.173.529.600;-36.188.048.038.957.500;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
19060;Aparcamiento para residentes. Aluche;;;;;Plazas: 208 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a022c798651c010VgnVCM2000000c205a0aRCRD;ILLESCAS;CALLE;V;151;;;;;MADRID;MADRID;28047;ALUCHE;LATINA;435710;4471821;40.392.629.719.913.400;-37.588.147.232.323.900;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13494;Aparcamiento para residentes. América Española;;;;;Plazas: 282 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09b37339ae51c010VgnVCM2000000c205a0aRCRD;SANCHO DAVILA;CALLE;V;1;;;;;MADRID;MADRID;28028;FUENTE DEL BERRO;SALAMANCA;443951;4475781;40.428.900.028.803.700;-3.662.068.474.281.370;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13552;Aparcamiento para residentes. Andévalo;;;;;Plazas: 313 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59a215cbed51c010VgnVCM2000000c205a0aRCRD;ANDEVALO;CALLE;V;6;;;;ENTRE C/ ANDÉVALO Y C/ HORNACHOS;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;443382;4469736;40.374.404.666.864.500;-3.668.237.382.541.920;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
5753573;Aparcamiento para residentes. Andorra II;;;;;Plazas: 280 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fae964bd47a9210VgnVCM1000000b205a0aRCRD;SILVANO;CALLE;V;61;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;445583;4479118;4.045.907.010.700.820;-36.431.161.496.299.100;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13514;Aparcamiento para residentes. Angel Carbajo;;;;;Plazas: 470 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5fd37339ae51c010VgnVCM2000000c205a0aRCRD;ANGEL CARBAJO;PLAZA;V;8;;;;;MADRID;MADRID;28020;CASTILLEJOS;TETUAN;441254;4479482;4.046.205.383.839.360;-36.942.046.665.141.500;S/T;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13548;Aparcamiento para residentes. Antonio López;;;;;Plazas: 1111 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc215cbed51c010VgnVCM2000000c205a0aRCRD;ANTONIO LOPEZ;CALLE;V;15;;;;ENFRENTE DE LA CALLE BALEARES;MADRID;MADRID;28019;COMILLAS;CARABANCHEL;439540;4472267;4.039.694.383.653.290;-371.373.239.872.531;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13562;Aparcamiento para residentes. Antonio Machado;;;;;Plazas: 339 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5f215cbed51c010VgnVCM2000000c205a0aRCRD;ANTONIO MACHADO;CALLE;V;19;;;;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;439048;4479847;4.046.518.270.295.280;-37.202.575.723.897.900;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13554;Aparcamiento para residentes. Antonio Maura;;;;;Plazas: 510 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c1315cbed51c010VgnVCM2000000c205a0aRCRD;ANTONIO MAURA;CALLE;V;7;;;;;MADRID;MADRID;28014;LOS JERONIMOS;RETIRO;441507;4474450;4.041.674.114.835.760;-36.907.566.185.159.000;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24093;Aparcamiento para residentes. Antonio Mena;;;;;Plazas: 315 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78726545f951c010VgnVCM2000000c205a0aRCRD;DOCTOR GARCIA TAPIA;AVENIDA;V;119;;;;;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;445558;4473506;4.041.039.257.241.470;-36.416.470.825.478.900;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24088;Aparcamiento para residentes. Antonio Pirala;;;;;Plazas: 508 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6cf6545f951c010VgnVCM2000000c205a0aRCRD;ANTONIO PIRALA;CALLE;V;8;;;;;MADRID;MADRID;28017;VENTAS;CIUDAD LINEAL;444156;4475752;40.428.652.595.625.700;-3.659.649.292.346.210;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24095;Aparcamiento para residentes. Arganda;;;;;Plazas: 164 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2def6545f951c010VgnVCM2000000c205a0aRCRD;ARGANDA;CALLE;V;10 C;;;;;MADRID;MADRID;28005;ACACIAS;ARGANZUELA;440060;4472608;40.400.053.390.124.900;-3.707.637.536.688.370;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
24096;Aparcamiento para residentes. Arroyo del Olivar;;;;;Plazas: 214 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73106545f951c010VgnVCM2000000c205a0aRCRD;ARROYO DEL OLIVAR;CALLE;V;51;;;;;MADRID;MADRID;28018;PALOMERAS BAJAS;PUENTE DE VALLECAS;444328;4471498;40.390.341.693.089.900;-36.572.487.652.878.400;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13537;Aparcamiento para residentes. Arroyo Fontarrón;;;;;Plazas: 307 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e86315cbed51c010VgnVCM2000000c205a0aRCRD;ARROYO FONTARRON;CALLE;V;9;;;;;MADRID;MADRID;28030;FONTARRON;MORATALAZ;444931;4473091;404.047.325.569.571;-36.502.824.390.198.100;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13536;Aparcamiento para residentes. Arroyo Media Legua;;;;;Plazas: 285 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924315cbed51c010VgnVCM2000000c205a0aRCRD;CORREGIDOR DIEGO CABEZA DE VACA;CALLE;V;4;;;;;MADRID;MADRID;28030;MEDIA LEGUA;MORATALAZ;444486;4473652;4.040.975.675.657.810;-36.555.754.577.111.400;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13626;Aparcamiento para residentes. Augusto González Besada;;;;;Plazas: 278 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f8315cbed51c010VgnVCM2000000c205a0aRCRD;MORATALAZ;AVENIDA;V;183;;;;;MADRID;MADRID;28030;MARROQUINA;MORATALAZ;445476;4473541;4.040.882.236.801.760;-3.643.898.652.734.270;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
17449;Aparcamiento para residentes. Avenida de las Águilas (antes General Fanjul);;;;;Plazas: 570 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=470f6545f951c010VgnVCM2000000c205a0aRCRD;GENERAL FANJUL;AVENIDA;V;140;;;;;MADRID;MADRID;28044;LAS AGUILAS;LATINA;433559;4470344;40.381.028.721.740.200;-3.782.740.723.549.030;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
170742;Aparcamiento para residentes. Azuaga;;;;;Plazas: 261 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8a4ff632081c010VgnVCM1000000b205a0aRCRD;SAN RESTITUTO;CALLE;V;33;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA-ARAVACA;439779;4479787;40.464.695.605.273.200;-3.711.629.983.272.820;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13501;Aparcamiento para residentes. Bañeza;;;;;Plazas: 239 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea0b7339ae51c010VgnVCM2000000c205a0aRCRD;"LA BA&amp;Ntilde;EZA";CALLE;V;20;;;;;MADRID;MADRID;28029;EL PILAR;FUENCARRAL-EL PARDO;439622;4481104;40.476.548.210.358.000;-37.136.073.064.656.300;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13633;Aparcamiento para residentes. Baviera;;;;;Plazas: 208 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f09015cbed51c010VgnVCM2000000c205a0aRCRD;BRUSELAS;AVENIDA;V;74 B;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443832;4477295;40.442.530.814.084.500;-36.636.171.675.129.600;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81700;Aparcamiento para residentes. Belianes;;;;;Plazas: 161 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22bbc2c6e051c010VgnVCM2000000c205a0aRCRD;AGUSTIN DE ITURBIDE;CALLE;V;7;;;;;MADRID;MADRID;28043;PINAR DEL REY;HORTALEZA;445499;4480322;40.469.910.833.486.500;-3.644.210.441.293.510;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
21182;Aparcamiento para residentes. Blasco de Garay;;;;;Plazas: 461 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9306545f951c010VgnVCM2000000c205a0aRCRD;BLASCO DE GARAY;CALLE;V;31;;;;;MADRID;MADRID;28015;GAZTAMBIDE;CHAMBERI;439744;4476292;4.043.320.868.688.470;-3.711.710.574.902.680;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13532;Aparcamiento para residentes. Bohemios;;;;;Plazas: 340 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85b315cbed51c010VgnVCM2000000c205a0aRCRD;PAN Y TOROS;CALLE;V;56;;;;;MADRID;MADRID;28041;LOS ANGELES;VILLAVERDE;441126;4467850;4.035.723.045.218.760;-36.947.064.479.324.700;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13495;Aparcamiento para residentes. Boston;;;;;Plazas: 353 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbd315cbed51c010VgnVCM2000000c205a0aRCRD;BOSTON;CALLE;V;2;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443626;4476745;4.043.756.223.469.770;-36.659.853.858.211.200;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13530;Aparcamiento para residentes. Bravo Murillo;;;;;Plazas: 629 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfono:   618 263 474;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=220415cbed51c010VgnVCM2000000c205a0aRCRD;BRAVO MURILLO;CALLE;V;49;;;;;MADRID;MADRID;28003;VALLEHERMOSO;CHAMBERI;440370;4476968;4.043.934.359.051.520;-37.043.941.647.283.200;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13563;Aparcamiento para residentes. Brescia;;;;;Plazas: 399 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=782415cbed51c010VgnVCM2000000c205a0aRCRD;BRESCIA;CALLE;V;13;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443923;4476747;4.043.760.037.141.010;-36.624.839.501.188.700;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13564;Aparcamiento para residentes. Bristol;;;;;Plazas: 317 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4415cbed51c010VgnVCM2000000c205a0aRCRD;BRISTOL;CALLE;V;4;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443957;4476944;4.043.937.734.548.180;-3.662.100.501.710.670;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13565;Aparcamiento para residentes. Bruselas;;;;;Plazas: 224 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=47b015cbed51c010VgnVCM2000000c205a0aRCRD;BRUSELAS;AVENIDA;V;74;;;;;MADRID;MADRID;28028;GUINDALERA;SALAMANCA;443791;4476734;4.043.935.554.500.990;-36.627.605.793.667.100;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81706;Aparcamiento para residentes. Burgo de Osma;;;;;Plazas: 160 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=413dc2c6e051c010VgnVCM2000000c205a0aRCRD;BURGO DE OSMA;CALLE;V;4;;;;;MADRID;MADRID;28033;APOSTOL SANTIAGO;HORTALEZA;444006;4480251;40.469.171.734.914.400;-3.661.815.011.944.470;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
183737;Aparcamiento para residentes. Cabestreros;;;;;Plazas: 360 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f106bdc85c01c010VgnVCM2000000c205a0aRCRD;AMPARO;CALLE;V;26;;;;;MADRID;MADRID;28012;EMBAJADORES;CENTRO;440428;4473666;4.040.960.189.327.870;-37.033.886.150.712.200;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13566;Aparcamiento para residentes. Calanda;;;;;Plazas: 368 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=157415cbed51c010VgnVCM2000000c205a0aRCRD;CALANDA;CALLE;V;30;;;;;MADRID;MADRID;28043;CANILLAS;HORTALEZA;445724;4479492;4.046.244.853.281.620;-36.414.852.788.262.500;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13499;Aparcamiento para residentes. Camarena;;;;;Plazas: 192 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b9415cbed51c010VgnVCM2000000c205a0aRCRD;CAMARENA;CALLE;V;10;;;;;MADRID;MADRID;28047;ALUCHE;LATINA;435898;4472164;40.395.762.528.588.900;-3.756.422.538.379.350;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13539;Aparcamiento para residentes. Camino de los Vinateros I;;;;;Plazas: 249 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1c415cbed51c010VgnVCM2000000c205a0aRCRD;CAMINO DE LOS VINATEROS;CALLE;V;129;;;;;MADRID;MADRID;28030;VINATEROS;MORATALAZ;445599;4473286;404.065.332.387.703;-3.642.427.258.036.610;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13538;Aparcamiento para residentes. Camino de los Vinateros II (El Torito);;;;;Plazas: 477 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=08e415cbed51c010VgnVCM2000000c205a0aRCRD;CAMINO DE LOS VINATEROS;CALLE;V;118;;;;;MADRID;MADRID;28030;VINATEROS;MORATALAZ;445308;4473346;4.040.705.464.955.240;-3.645.861.734.428.850;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13632;Aparcamiento para residentes. Camino Viejo de Leganés;;;;;Plazas: 284 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0515cbed51c010VgnVCM2000000c205a0aRCRD;CAMINO VIEJO DE LEGANES;CALLE;V;179;;;;;MADRID;MADRID;28025;ABRANTES;CARABANCHEL;438014;4470459;40.380.535.147.068.900;-37.315.364.433.760.100;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13518;Aparcamiento para residentes. Campillo del Mundo Nuevo;;;;;Plazas: 452 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5047339ae51c010VgnVCM2000000c205a0aRCRD;CAMPILLO DEL MUNDO NUEVO;PLAZA;V;3;;;;;MADRID;MADRID;28005;EMBAJADORES;CENTRO;440036;4473319;4.040.644.768.286.360;-3.707.987.344.713.680;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81710;Aparcamiento para residentes. Canal;;;;;Plazas: 112 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid  Teléfonos: 618 856 882                    604 288 125;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78dbc2c6e051c010VgnVCM2000000c205a0aRCRD;CEA BERMUDEZ;CALLE;V;1;;;;;MADRID;MADRID;28003;ARAPILES;CHAMBERI;440283;4476887;40.438.607.652.682.400;-3.705.412.280.852.860;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
183580;Aparcamiento para residentes. Cándido Mateos;;;;;Plazas: 618 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b865bdc85c01c010VgnVCM2000000c205a0aRCRD;VALLE DE MENA;CALLE;V;0;;;;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;439499;4480401;4.047.020.636.480.520;-3.714.991.114.871.760;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13624;Aparcamiento para residentes. Cantabria;;;;;Plazas: 211 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dd015cbed51c010VgnVCM2000000c205a0aRCRD;BERGANTIN;CALLE;V;24;;;;;MADRID;MADRID;28042;ALAMEDA DE OSUNA;BARAJAS;450628;4479129;40.459.484.932.285.800;-35.836.170.692.241.100;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13533;Aparcamiento para residentes. Cañada;;;;;Plazas: 288 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a43515cbed51c010VgnVCM2000000c205a0aRCRD;"CA&amp;Ntilde;ADA";CALLE;V;2;;;;;MADRID;MADRID;28030;VINATEROS;MORATALAZ;445446;4472982;4.040.378.459.227.230;-3.644.204.187.484.200;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
81733;Aparcamiento para residentes. Castelló;;;;;Plazas: 303 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cefbc2c6e051c010VgnVCM2000000c205a0aRCRD;DIEGO DE LEON;CALLE;V;42;;;;;MADRID;MADRID;28006;CASTELLANA;SALAMANCA;442414;4476430;40.434.641.357.687.300;-36.802.461.580.883.600;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13567;Aparcamiento para residentes. Castrillo de Aza;;;;;Plazas: 297 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa5515cbed51c010VgnVCM2000000c205a0aRCRD;SANTA EUGENIA;AVENIDA;V;1;;;;;MADRID;MADRID;28031;SANTA EUGENIA;VILLA DE VALLECAS;448453;4471016;4.038.626.552.987.350;-36.086.097.642.961.800;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
13636;Aparcamiento para residentes. Chamberí;;;;;Plazas: 690 Abierto 24 horas  Titularidad: Ayuntamiento de Madrid;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb247339ae51c010VgnVCM2000000c205a0aRCRD;SANTA ENGRACIA;CALLE;V;40;;;;;MADRID;MADRID;28010;ALMAGRO;CHAMBERI;440934;4476252;4.043.293.386.561.710;-3.697.677.837.203.550;;;;/contenido/entidadesYorganismos/AparcamientosResidentes; 
